uid,education,department,grade,gender,headpic,politicalstatus,religion,sourcearea,residence,fatherage,fathereducation,motherage,mothereducation,brothersistercount,parentsmarriage,marriage,isrecommended,isrecommendedbycontest,isartstudent,nativeplace,fathersta,mothersta
8740,7,22,6,0,10,4,1,2,2,51,7,50,8,0,1,1,2,2,2,3,1,1
8741,7,22,6,0,3,4,1,18,2,45,7,41,6,0,1,1,2,2,2,18,1,1
8742,7,22,6,0,3,4,1,18,1,45,3,46,4,2,1,1,2,2,2,18,1,1
8743,7,22,6,0,4,4,1,4,2,60,6,44,4,1,1,1,2,2,2,4,1,1
8744,7,23,6,0,1,4,1,29,2,46,7,46,7,1,1,1,2,2,2,4,1,1
8745,7,29,6,1,3,4,1,3,1,48,4,49,4,0,1,1,2,2,2,3,1,1
8746,7,29,6,0,1,4,1,12,2,46,7,43,1,6,1,1,2,2,2,12,1,1
8747,7,29,6,1,1,4,1,12,2,47,7,43,7,0,1,1,2,2,2,12,1,1
8748,7,29,6,1,1,2,1,34,2,62,7,41,4,0,1,1,1,2,2,7,1,1
8749,7,39,6,1,1,4,1,18,2,48,6,40,4,1,4,1,2,2,2,18,1,1
8750,7,39,6,0,4,4,1,2,2,45,9,46,6,0,1,1,2,2,2,19,1,1
8751,7,17,6,1,1,4,1,9,2,55,6,52,4,3,1,1,2,2,2,9,1,1
8753,7,17,6,1,1,4,1,31,1,50,3,49,2,0,1,1,2,2,2,25,1,1
8754,7,23,6,1,1,4,1,29,2,46,4,47,4,0,1,1,2,2,2,29,1,1
8755,7,23,6,0,1,4,1,2,2,41,7,48,7,0,1,1,2,2,1,2,1,1
8756,7,23,6,0,3,4,1,5,1,44,1,44,1,2,1,1,2,2,2,5,1,1
8757,7,23,6,1,3,4,1,23,2,45,7,44,6,1,1,1,2,2,2,23,1,1
8758,7,24,6,1,1,4,1,31,2,46,7,46,9,0,1,1,2,2,2,31,1,1
8759,7,29,6,0,1,4,1,13,1,43,3,40,3,0,1,1,2,2,2,13,1,1
8760,7,30,6,0,2,4,1,13,2,44,7,41,7,0,1,1,1,2,2,13,1,1
8762,7,30,6,1,3,4,1,6,2,45,4,44,3,0,1,1,2,2,2,6,1,1
8764,7,30,6,0,1,4,1,2,2,50,4,46,4,0,1,1,1,2,2,2,1,1
8766,7,17,6,1,1,4,1,4,2,49,6,49,6,1,1,1,1,2,2,5,1,1
8767,7,17,6,0,10,4,1,2,1,59,3,47,2,2,1,1,2,2,2,3,1,1
8768,7,17,6,1,5,4,6,16,2,51,4,52,8,0,1,1,2,2,2,16,1,1
8769,7,30,6,0,9,4,1,14,2,50,6,52,4,0,1,1,2,2,2,14,1,1
8770,7,30,6,0,2,4,1,3,2,54,6,55,7,0,1,1,2,2,2,18,1,1
8771,7,30,6,0,4,4,1,2,2,44,4,39,4,1,1,1,2,2,2,2,1,1
8772,7,30,6,0,1,3,1,21,2,46,7,45,6,0,1,1,2,2,2,23,1,1
8773,7,31,6,0,1,4,1,8,2,49,8,44,6,0,1,1,2,2,2,14,1,1
8774,7,31,6,0,1,4,1,16,2,46,7,46,6,0,1,1,2,2,2,16,1,1
8776,7,31,6,0,1,3,1,13,2,45,8,45,6,0,1,1,2,2,2,13,1,1
8777,7,1,6,1,5,4,1,31,1,44,2,43,2,2,1,1,2,2,2,6,1,1
8778,7,1,6,1,2,4,1,25,1,42,3,41,3,1,1,1,2,2,2,25,1,1
8780,7,24,6,0,5,4,1,32,2,60,3,50,6,1,1,1,2,2,2,30,1,1
8781,7,24,6,0,1,4,1,23,2,44,7,42,7,0,1,1,2,2,2,23,1,1
8783,7,25,6,1,9,4,1,16,2,43,7,44,7,1,1,1,2,2,2,16,1,1
8784,7,31,6,0,7,4,1,5,1,45,3,36,3,1,1,1,2,2,2,5,1,1
8785,7,31,6,0,1,4,1,12,2,47,7,44,6,0,1,1,2,2,2,12,1,1
8786,7,4,6,1,1,4,1,25,2,47,4,51,6,0,1,1,2,2,1,25,1,1
8787,7,4,6,1,3,4,1,30,1,44,6,42,4,1,1,1,2,2,2,30,1,1
8788,7,10,6,1,1,4,1,14,1,45,3,42,2,2,1,1,2,2,2,14,1,1
8789,7,25,6,0,1,4,1,16,2,58,6,57,6,1,1,1,1,2,2,16,1,1
8790,7,25,6,0,2,4,1,20,2,46,7,46,7,0,1,1,2,2,2,18,1,1
8791,7,25,6,0,7,4,1,20,2,45,6,44,6,0,1,1,2,2,2,30,1,1
8792,7,25,6,0,1,4,1,31,2,42,4,42,4,0,1,1,1,2,2,31,1,1
8793,7,25,6,1,1,4,1,13,2,42,6,41,4,0,1,1,2,2,2,13,1,1
8794,7,25,6,1,1,4,1,6,1,48,3,47,1,1,1,1,2,2,2,6,1,1
8795,7,25,6,0,1,4,1,6,2,46,7,48,4,0,1,1,2,2,2,6,1,1
8796,7,32,6,0,6,4,1,13,1,26,3,40,3,1,1,1,2,2,2,13,2,1
8797,7,32,6,0,1,4,1,13,1,42,4,44,2,1,1,1,2,2,2,13,1,1
8798,7,32,6,0,2,4,1,13,1,44,8,44,8,0,1,1,2,2,2,13,1,1
8799,7,32,6,0,9,4,1,22,2,49,7,46,6,0,1,1,2,2,2,24,1,1
8800,7,32,6,1,2,4,1,10,2,46,8,44,7,0,1,1,2,2,2,9,1,1
8801,7,32,6,1,7,4,1,2,2,50,7,42,7,0,1,1,2,2,2,2,1,1
8802,7,48,6,1,1,4,1,3,1,54,3,48,2,0,1,1,2,2,2,3,1,1
8803,7,20,6,1,1,4,1,30,1,45,4,43,3,0,1,1,2,2,2,30,1,1
8804,7,23,6,0,1,4,1,2,2,44,7,45,6,0,1,1,2,2,2,2,1,1
8805,7,23,6,1,2,4,1,7,1,44,4,44,4,2,1,1,2,2,2,7,1,1
8806,7,23,6,1,2,4,1,32,2,45,7,44,7,0,1,1,2,2,2,32,1,1
8807,7,39,6,1,6,4,1,23,2,46,7,42,6,0,1,1,2,2,2,4,1,1
8808,7,39,6,1,1,4,1,14,1,48,2,45,2,2,1,1,2,2,2,14,1,1
8809,7,1,6,1,1,2,1,36,2,49,7,48,7,2,1,1,2,2,2,7,1,1
8810,7,25,6,1,1,2,1,2,2,51,7,50,7,1,1,1,2,2,2,2,1,1
8811,7,25,6,0,2,4,1,2,2,50,8,45,7,0,1,1,2,2,2,17,1,1
8812,7,25,6,0,1,4,1,25,1,44,4,41,4,1,1,1,1,2,2,25,1,1
8813,7,25,6,0,3,4,1,25,2,53,4,50,4,0,1,1,2,2,2,25,1,1
8814,7,32,6,0,7,4,1,21,2,43,6,42,6,0,2,1,2,2,2,25,1,1
8815,7,43,6,0,6,4,1,31,2,45,6,43,7,1,4,1,2,2,2,31,1,1
8816,7,43,6,0,9,4,1,6,2,46,7,46,7,0,1,1,2,2,2,6,1,1
8817,7,43,6,0,9,4,1,7,2,50,7,48,7,0,1,1,2,2,2,7,1,1
8818,7,16,6,1,2,2,1,36,2,54,4,51,3,2,1,1,2,2,2,36,1,1
8819,7,18,6,0,1,2,1,36,2,50,4,46,4,1,1,1,2,2,2,36,1,1
8821,7,126,6,0,1,2,1,2,2,49,8,49,8,0,2,1,2,2,2,2,1,1
8822,7,126,6,0,1,4,1,2,2,45,7,45,8,2,5,1,2,2,1,2,1,1
8823,7,126,6,0,6,4,1,30,2,46,8,44,7,0,1,1,1,2,2,30,1,1
8824,7,126,6,0,1,3,1,32,2,48,4,47,4,0,1,1,1,2,2,3,1,1
8825,7,126,6,0,1,4,1,12,2,43,7,40,7,0,1,1,2,2,2,12,1,1
8827,7,25,6,0,1,4,1,30,2,47,6,46,7,0,1,1,2,2,2,30,1,1
8828,7,25,6,1,2,4,1,21,2,47,6,46,6,0,1,1,2,2,2,21,1,1
8829,7,25,6,0,1,4,1,14,1,43,3,43,3,2,1,1,2,2,2,14,1,1
8830,7,46,6,0,1,2,1,8,2,46,4,41,4,0,1,1,2,2,2,6,1,1
8831,7,46,6,0,7,4,1,13,2,45,6,45,4,0,1,1,2,2,2,13,1,1
8832,7,46,6,0,6,4,1,27,2,51,6,46,6,0,3,1,2,2,2,27,1,1
8836,7,127,6,0,1,4,1,27,2,46,8,45,7,0,1,1,2,2,2,27,1,1
8837,7,127,6,1,10,4,1,2,2,50,4,46,4,0,1,1,2,2,2,18,1,1
8839,7,127,6,1,4,4,1,2,2,46,8,45,8,0,1,1,2,2,2,5,1,1
8840,7,25,6,1,6,4,1,4,2,46,4,44,3,0,1,1,2,2,2,4,1,1
8841,7,28,6,1,2,4,1,6,2,48,7,47,7,0,1,1,2,1,2,6,1,1
8842,7,28,6,0,1,4,1,16,2,42,7,42,6,0,1,1,2,2,2,17,1,1
8843,7,28,6,0,9,4,1,16,2,47,7,46,7,0,1,1,2,2,2,8,1,1
8844,7,46,6,0,7,2,1,2,2,53,7,51,6,0,1,1,1,2,2,2,1,1
8845,7,46,6,1,7,3,1,2,2,44,7,45,8,0,1,1,2,2,2,8,1,1
8846,7,46,6,0,8,4,1,2,2,46,8,45,7,0,1,1,2,2,2,14,1,1
8847,7,46,6,1,3,4,4,24,2,42,7,41,6,0,1,1,2,2,2,24,1,1
8848,7,46,6,1,7,4,1,5,1,44,3,44,1,2,1,1,2,2,2,5,1,1
8850,7,46,6,0,1,4,1,17,2,46,7,45,7,0,1,1,2,2,2,17,1,1
8851,7,46,6,0,2,4,1,32,2,46,7,44,8,1,1,1,2,2,2,32,1,1
8856,7,16,6,0,1,4,1,8,2,50,7,49,6,0,1,1,2,2,2,8,1,1
8857,7,16,6,0,7,4,1,2,2,43,8,45,8,0,4,1,2,2,2,30,1,1
8858,7,16,6,0,2,4,1,11,2,46,7,43,6,1,1,1,2,2,2,11,1,1
8859,7,16,6,0,7,4,1,14,2,42,6,42,7,0,1,1,1,2,2,14,1,1
8860,7,16,6,0,1,4,1,14,2,48,9,45,6,0,1,1,1,2,2,14,1,1
8861,7,18,6,0,1,4,4,20,2,50,4,41,4,0,2,2,2,2,2,20,1,1
8862,7,28,6,0,1,4,1,13,1,47,2,45,2,1,1,1,2,2,2,13,1,1
8863,7,28,6,1,1,4,7,9,1,53,3,43,3,1,2,1,2,2,2,9,1,1
8864,7,28,6,1,1,4,1,6,2,47,7,44,7,0,1,1,1,2,2,6,1,1
8865,7,28,6,1,1,4,1,6,1,48,3,48,3,1,1,1,2,2,2,6,1,1
8866,7,46,6,1,2,4,1,12,1,48,3,47,2,2,1,1,2,2,2,12,1,1
8867,7,46,6,1,2,4,4,26,1,47,3,45,2,2,1,1,2,2,2,26,1,1
8868,7,46,6,0,7,4,1,23,2,45,6,42,6,0,1,1,2,2,2,4,1,1
8869,7,46,6,1,1,4,6,23,2,45,6,43,6,0,1,1,2,1,2,23,2,1
8870,7,46,6,1,3,4,1,31,2,48,6,46,6,1,1,1,2,1,2,31,1,1
8875,7,18,6,1,1,4,1,31,1,42,3,40,3,1,3,1,2,2,1,31,1,1
8876,7,18,6,0,3,4,1,9,2,51,3,42,1,0,2,1,1,2,2,15,1,1
8877,7,18,6,0,7,4,1,7,1,42,3,42,3,2,1,1,2,2,2,7,1,1
8878,7,18,6,0,1,4,1,2,2,53,8,49,6,0,1,1,2,2,1,3,1,1
8879,7,18,6,0,3,4,1,25,2,41,3,43,3,1,1,1,2,2,2,25,1,1
8880,7,18,6,0,9,4,1,28,2,41,6,42,7,0,2,1,2,2,2,25,1,1
8881,7,28,6,1,1,4,1,7,2,50,8,56,8,1,1,2,1,2,2,7,1,1
8882,7,28,6,0,3,4,1,7,2,45,7,46,7,0,4,1,2,2,2,7,1,1
8883,7,28,6,1,1,3,1,10,2,48,7,44,8,0,1,1,1,2,2,13,1,1
8884,7,28,6,0,1,3,1,10,2,51,4,47,6,0,1,1,2,2,2,10,1,1
8885,7,28,6,1,1,4,1,2,2,49,8,47,8,0,1,1,1,2,2,3,1,1
8887,7,46,6,0,1,4,1,7,2,44,6,44,6,0,1,1,2,2,2,7,1,1
8888,7,46,6,1,1,2,1,2,2,47,7,48,7,0,1,1,1,2,2,13,1,1
8889,7,46,6,0,1,4,1,2,2,49,7,44,7,0,1,1,2,2,2,4,1,1
8890,7,46,6,1,7,4,1,24,1,46,7,45,3,1,1,1,2,2,2,24,1,1
8893,7,24,6,1,7,2,1,36,2,51,3,50,3,1,2,1,2,2,2,36,1,1
8896,7,24,6,1,1,2,2,36,2,52,7,51,7,1,1,1,2,2,2,36,1,1
8898,7,24,6,0,3,2,1,36,2,53,7,44,4,1,1,1,2,2,2,36,1,1
8899,7,24,6,1,1,2,5,2,2,55,4,42,6,2,1,1,2,2,2,36,1,1
8902,7,18,6,0,9,4,1,14,2,51,4,47,6,0,1,1,2,2,2,17,1,1
8903,7,18,6,0,8,4,1,14,2,41,6,43,4,2,2,1,2,2,2,14,1,1
8904,7,18,6,0,9,4,1,28,2,49,7,44,7,0,1,1,2,2,2,15,1,1
8905,7,20,6,1,2,4,1,8,2,48,6,45,6,0,1,1,1,2,2,7,1,1
8906,7,28,6,0,1,3,1,11,2,46,7,42,6,0,1,1,2,2,2,11,1,1
8907,7,28,6,1,7,4,1,24,2,52,4,47,4,0,1,1,1,2,2,3,1,1
8908,7,28,6,0,4,3,1,25,2,46,7,46,7,0,1,1,1,2,2,25,1,1
8909,7,46,6,1,2,4,1,5,2,47,7,46,7,0,5,1,1,2,2,32,1,1
8910,7,46,6,1,1,4,1,5,2,46,7,46,7,0,1,1,2,2,2,5,1,1
8911,7,46,6,1,1,4,1,14,1,48,3,48,3,2,1,1,2,2,2,14,1,1
8912,7,46,6,1,1,2,1,18,2,44,7,42,7,0,1,1,2,2,2,18,1,1
8913,7,28,6,0,7,2,1,36,2,49,7,49,7,0,3,1,2,2,2,36,1,1
8914,7,28,6,0,1,2,1,36,2,50,7,50,7,1,1,1,2,2,2,36,1,1
8915,7,28,6,1,4,2,1,36,1,45,4,40,4,1,1,1,2,2,2,9,1,1
8916,7,25,6,1,3,4,1,2,2,50,7,47,7,0,1,1,1,2,2,17,1,1
8920,7,48,6,1,8,4,1,27,2,46,6,46,7,1,4,1,1,2,2,27,1,1
8922,7,126,6,0,1,4,1,2,2,56,7,50,6,0,1,1,2,2,2,2,1,1
8926,7,4,6,1,8,4,1,16,2,44,8,43,6,0,1,1,2,2,2,17,1,1
8927,7,4,6,1,5,2,1,20,2,46,7,46,7,0,1,1,2,2,2,25,1,1
8928,7,4,6,1,2,4,1,9,2,51,8,45,7,0,1,1,2,2,2,9,1,1
8930,7,48,6,1,1,4,1,16,2,45,8,43,7,0,1,1,1,2,2,17,1,1
8931,7,48,6,1,3,4,1,16,2,45,6,44,4,0,4,1,2,2,2,16,1,1
8932,7,48,6,1,1,4,1,16,1,42,3,41,3,0,1,1,2,2,2,16,1,1
8933,7,48,6,1,2,4,1,13,2,46,7,45,7,1,4,1,2,2,2,13,1,1
8934,7,48,6,0,3,4,1,13,2,48,9,46,8,0,1,1,1,2,2,12,1,1
8935,7,4,6,1,1,4,1,6,2,45,7,44,7,0,1,1,1,2,2,6,2,1
8936,7,4,6,1,1,4,1,6,2,47,7,44,7,0,1,1,2,2,2,6,1,1
8937,7,4,6,1,1,4,1,7,2,47,7,44,4,0,2,1,2,2,2,7,1,1
8938,7,4,6,1,1,4,1,2,2,51,7,47,7,0,1,1,1,2,2,2,1,1
8939,7,48,6,1,1,4,1,13,2,44,7,45,6,0,1,1,2,2,2,13,1,1
8940,7,48,6,1,2,4,1,9,2,44,4,42,4,0,1,1,2,2,2,10,1,1
8941,7,48,6,1,1,4,1,9,2,45,6,44,4,0,1,1,2,2,2,9,1,1
8942,7,48,6,1,7,4,1,9,2,51,1,48,4,2,1,1,2,2,2,9,2,1
8944,7,48,6,1,1,4,1,22,2,48,8,47,8,0,1,1,2,2,2,22,1,1
8945,7,48,6,1,1,2,1,27,2,48,7,48,7,0,1,1,2,2,2,27,1,1
8946,7,48,6,0,1,4,1,6,2,44,7,44,8,0,1,1,1,2,2,6,1,1
8947,7,4,6,1,1,4,1,15,2,48,4,44,3,0,1,1,2,2,2,15,1,1
8948,7,4,6,1,1,3,1,30,2,45,7,43,7,0,1,1,2,2,2,30,1,1
8949,7,4,6,1,1,4,1,17,2,46,7,45,7,0,1,1,2,2,2,17,1,1
8950,7,4,6,1,3,4,1,14,2,50,6,44,4,0,1,1,2,2,2,14,1,1
8951,7,46,6,1,3,4,1,14,2,50,7,44,6,0,3,1,2,2,2,14,1,1
8953,7,48,6,1,4,4,1,6,1,49,2,45,3,3,4,1,2,2,2,6,1,1
8954,7,48,6,1,1,4,1,7,2,49,4,40,3,0,1,1,1,2,2,3,1,1
8955,7,48,6,1,2,3,1,10,2,48,7,50,3,0,1,1,2,2,2,10,1,1
8956,7,48,6,1,8,3,1,29,2,45,7,45,6,0,1,1,1,2,2,14,1,1
8957,7,4,6,1,8,4,1,4,1,49,4,42,3,0,1,1,2,2,2,4,1,1
8958,7,4,6,1,1,4,1,25,2,45,7,44,7,0,1,1,2,2,2,25,1,1
8960,7,48,6,0,1,4,1,2,2,49,9,45,7,0,1,1,2,2,2,2,1,1
8961,7,48,6,1,2,4,1,2,2,52,8,50,8,0,1,1,1,2,2,30,1,1
8962,7,48,6,1,1,4,1,2,2,49,9,47,8,0,1,1,2,2,2,17,1,1
8963,7,4,6,1,8,4,1,3,2,44,8,44,7,0,1,1,2,2,2,3,1,1
8964,7,4,6,1,2,4,1,4,2,44,7,46,7,0,1,1,2,2,2,4,1,1
8965,7,10,6,1,1,4,1,6,2,44,4,45,6,0,1,1,2,1,2,6,1,1
8966,7,10,6,1,3,4,1,2,2,51,9,51,8,0,1,1,2,1,2,2,1,1
8967,7,10,6,1,1,4,1,13,2,48,3,47,7,0,1,1,2,1,2,13,1,1
8968,7,48,6,0,1,4,1,23,2,46,8,45,8,0,1,1,1,2,2,23,1,1
8969,7,48,6,1,1,4,1,23,2,44,7,44,7,0,1,1,2,2,2,24,1,1
8970,7,48,6,1,8,4,1,23,2,52,7,49,8,1,1,1,1,2,2,23,1,1
8971,7,126,6,0,7,4,1,24,2,51,7,46,3,0,1,1,1,2,2,23,1,1
8972,7,10,6,1,1,4,1,13,2,48,7,47,7,0,1,1,2,1,2,13,1,1
8973,7,10,6,1,2,3,1,19,2,44,4,43,6,0,1,1,2,2,2,19,1,1
8974,7,10,6,1,1,4,1,31,2,45,8,41,4,1,1,1,2,2,2,31,1,1
8975,7,10,6,1,6,4,1,13,2,45,8,44,8,0,1,1,2,2,2,13,1,1
8976,7,10,6,0,10,4,1,27,2,46,6,44,4,0,1,1,1,2,2,27,1,1
8977,7,10,6,1,2,4,1,6,2,45,6,44,3,0,1,1,1,2,2,6,1,1
8978,7,10,6,1,8,3,1,6,1,53,4,50,6,1,1,1,2,2,2,6,1,1
8979,7,48,6,1,1,4,1,11,2,46,7,46,7,0,1,1,2,2,2,11,1,1
8980,7,48,6,1,3,4,1,15,2,46,7,45,7,1,1,1,1,2,2,15,1,1
8981,7,48,6,1,8,4,1,25,2,47,7,43,7,0,1,1,2,2,2,25,1,1
8982,7,48,6,1,1,4,1,25,1,46,3,44,3,1,1,1,2,2,2,28,1,1
8983,7,48,6,1,7,2,1,30,2,46,7,44,7,0,1,1,1,2,2,30,1,1
8984,7,10,6,1,1,3,1,7,2,45,6,43,4,1,1,1,1,2,2,15,1,1
8985,7,10,6,1,1,3,1,29,2,42,6,45,4,0,1,1,2,2,2,25,1,1
8986,7,10,6,0,1,4,1,2,2,51,8,46,6,0,1,1,2,2,2,2,1,1
8987,7,10,6,1,1,4,1,2,2,52,7,49,7,0,1,1,2,2,2,13,1,1
8988,7,10,6,1,1,4,1,2,2,48,9,47,6,0,1,1,2,2,2,31,1,1
8989,7,48,6,1,7,4,1,32,1,40,6,40,4,0,1,1,2,2,2,32,1,1
8990,7,48,6,0,1,4,1,32,2,46,4,46,4,1,1,1,1,2,2,32,1,1
8991,7,48,6,1,1,4,1,32,1,45,4,45,4,1,1,1,1,2,2,32,1,1
8992,7,10,6,1,1,4,1,32,2,43,8,43,7,0,1,1,1,2,2,32,1,1
8993,7,126,6,1,1,3,1,3,2,45,9,47,7,0,1,1,1,2,2,3,1,1
8994,7,1,6,1,8,4,1,6,2,47,7,47,7,0,1,1,2,1,2,6,1,1
8995,7,10,6,1,1,4,1,12,2,43,7,40,7,0,4,1,2,2,2,12,1,1
8996,7,11,6,1,7,2,1,25,2,48,7,43,6,0,1,1,2,1,2,25,1,1
8998,7,48,6,0,5,4,1,30,2,46,9,46,7,0,1,1,1,2,2,14,1,1
8999,7,48,6,0,2,4,1,30,2,46,6,42,4,0,1,1,1,2,2,30,1,1
9000,7,48,6,1,1,2,1,17,2,46,7,44,7,0,1,1,1,2,2,19,1,1
9001,7,48,6,1,1,4,1,17,2,48,6,46,6,0,1,1,2,2,2,17,1,1
9002,7,1,6,1,1,4,1,12,2,46,6,46,6,0,1,1,2,1,2,12,1,1
9003,7,1,6,1,1,4,1,2,2,45,8,43,8,0,1,1,2,1,2,2,1,1
9004,7,1,6,0,2,4,1,8,2,46,8,44,6,0,1,1,2,2,2,4,1,1
9005,7,1,6,1,2,4,1,16,2,50,6,51,6,0,1,1,2,2,2,16,1,1
9006,7,1,6,1,6,4,1,31,2,49,7,46,7,0,1,1,2,2,2,31,1,1
9007,7,1,6,0,1,4,1,31,2,42,7,43,7,0,1,1,2,2,2,31,1,1
9008,7,11,6,1,1,4,1,14,2,47,7,46,6,0,1,1,2,1,2,14,1,1
9010,7,11,6,1,2,4,1,14,2,44,7,44,7,0,1,1,2,1,2,14,1,1
9011,7,11,6,0,1,4,1,8,2,46,4,42,4,1,1,1,2,2,2,7,1,1
9012,7,11,6,0,1,4,1,8,2,44,8,42,7,0,1,1,2,2,2,8,1,1
9013,7,11,6,1,1,4,7,16,1,45,4,43,4,0,1,1,2,2,2,16,1,1
9014,7,48,6,1,3,4,1,4,2,46,4,44,4,0,1,1,2,2,2,4,1,1
9015,7,48,6,0,1,4,1,4,2,46,7,38,4,0,1,1,1,2,2,4,1,1
9017,7,48,6,1,2,4,1,12,2,47,6,46,7,0,1,1,2,2,2,12,1,1
9018,7,1,6,1,1,4,1,9,2,47,6,45,6,0,1,1,2,2,2,9,1,1
9019,7,1,6,1,2,4,1,9,2,46,7,45,6,0,1,1,2,2,2,9,1,1
9021,7,1,6,0,2,4,3,6,2,51,4,47,2,1,1,1,2,2,2,6,1,1
9022,7,1,6,1,1,2,2,7,2,48,7,47,7,1,1,1,2,2,2,7,1,1
9023,7,1,6,1,1,4,1,29,2,42,7,41,7,0,1,1,2,2,2,29,1,1
9024,7,1,6,0,1,4,1,2,2,46,8,44,8,2,1,1,2,2,2,13,1,1
9025,7,1,6,1,1,4,1,2,2,48,7,51,7,0,1,1,2,2,2,2,1,1
9027,7,11,6,1,4,4,1,6,2,41,7,51,7,1,1,1,2,2,2,6,2,1
9029,7,11,6,1,9,4,1,2,2,48,8,48,7,0,1,1,2,2,2,17,1,1
9031,7,1,6,1,1,4,1,2,2,44,9,46,8,0,1,1,1,2,2,3,1,1
9032,7,1,6,1,1,4,1,2,2,50,6,50,6,0,1,1,2,2,2,2,1,1
9033,7,11,6,0,1,4,1,25,2,51,7,44,8,0,1,1,1,2,2,4,1,1
9034,7,11,6,0,4,4,1,30,2,48,4,44,3,0,1,1,1,2,2,3,1,1
9036,7,11,6,1,1,4,1,17,1,44,3,43,3,0,1,1,1,2,2,17,1,1
9037,7,11,6,0,1,4,1,17,2,46,7,44,4,0,1,1,1,2,2,3,1,1
9038,7,11,6,1,3,4,1,32,2,42,6,43,4,0,1,1,2,2,2,17,1,1
9039,7,11,6,1,1,2,1,3,2,44,7,45,6,0,1,1,2,2,2,3,1,1
9041,7,11,6,0,1,4,1,3,1,50,3,48,3,2,1,1,2,2,2,3,1,1
9043,7,86,6,1,8,4,1,8,2,48,7,48,7,0,1,1,2,2,2,3,1,1
9044,7,11,6,0,8,4,1,23,2,45,6,42,7,0,1,1,2,2,2,24,1,1
9046,7,11,6,1,1,4,1,23,2,46,4,46,7,0,1,1,2,2,2,23,1,1
9047,7,12,6,1,10,4,1,31,2,49,7,44,7,0,1,1,2,2,2,31,1,1
9048,7,12,6,1,1,3,1,16,2,44,7,44,7,0,1,1,1,2,2,5,1,1
9049,7,12,6,1,1,4,1,15,1,45,2,45,2,0,1,1,2,2,2,15,1,1
9050,7,86,6,1,2,4,1,7,1,41,3,46,2,0,1,1,2,2,2,7,1,1
9051,7,86,6,1,10,4,1,15,1,44,3,43,1,2,1,1,2,2,2,15,1,1
9052,7,12,6,1,6,4,1,5,2,47,6,43,6,3,1,1,2,2,2,5,1,1
9053,7,12,6,1,1,4,1,14,2,46,4,45,4,1,1,1,1,2,2,14,1,1
9054,7,12,6,1,1,4,1,14,2,45,7,42,7,1,1,1,1,2,2,14,1,1
9055,7,12,6,1,1,4,1,13,2,45,7,44,7,0,1,1,2,2,2,13,1,1
9056,7,86,6,1,2,4,1,5,2,47,6,43,7,0,1,1,2,2,2,5,1,1
9057,7,86,6,1,6,4,1,25,2,44,7,42,7,0,1,1,1,2,2,25,1,1
9058,7,86,6,1,1,4,1,30,2,46,7,46,6,0,1,1,2,2,1,30,1,1
9059,7,12,6,1,2,4,7,15,2,44,4,39,6,1,1,1,2,2,2,15,1,1
9060,7,86,6,1,7,4,1,12,2,41,4,41,2,2,1,1,2,1,2,12,1,1
9061,7,86,6,1,3,4,1,23,2,45,6,42,6,0,1,1,2,2,2,23,1,1
9062,7,86,6,1,8,4,1,23,2,51,6,51,7,0,1,1,2,2,2,23,1,1
9063,7,4,6,1,1,2,1,6,2,47,6,44,7,0,1,1,2,1,2,6,1,1
9064,7,4,6,1,10,4,1,2,2,50,6,47,7,0,6,1,2,1,2,13,1,1
9065,7,4,6,1,8,5,1,5,2,45,8,42,7,0,1,1,2,1,2,5,1,1
9066,7,4,6,1,8,2,1,2,2,49,9,44,8,0,1,1,2,1,2,6,1,1
9067,7,4,6,1,1,4,1,8,2,48,7,46,7,0,1,1,2,2,2,23,1,1
9068,7,12,6,1,3,4,1,12,1,41,3,38,3,1,1,1,1,2,2,12,1,1
9069,7,48,6,1,1,3,1,8,2,50,9,47,7,0,1,1,1,2,2,3,1,1
9070,7,48,6,1,3,2,1,8,2,47,9,46,9,0,1,1,2,2,2,6,1,1
9071,7,48,6,1,8,4,1,8,2,47,7,45,7,0,4,1,2,2,2,5,1,1
9072,7,48,6,1,1,4,1,16,2,45,7,43,7,0,1,1,1,2,2,19,1,1
9073,7,28,6,1,1,4,1,21,2,46,7,45,4,0,1,1,2,2,2,4,1,1
9074,7,28,6,0,3,4,1,17,2,49,4,46,6,2,1,1,2,2,2,17,1,1
9075,7,28,6,0,7,4,1,14,2,52,4,41,7,0,5,1,2,2,2,14,1,1
9076,7,28,6,0,1,4,1,14,2,50,6,50,7,0,1,1,2,2,2,14,1,1
9077,7,28,6,1,1,4,1,14,1,53,4,52,3,4,1,1,2,2,2,14,1,1
9078,7,28,6,0,1,3,1,32,2,45,7,45,7,0,1,1,1,2,2,32,1,1
9079,7,28,6,1,6,4,1,3,2,44,7,46,7,0,1,1,2,2,2,3,1,1
9080,7,46,6,1,4,4,1,23,2,48,8,44,7,1,1,1,2,2,2,18,1,1
9081,7,46,6,1,1,2,7,2,2,30,2,29,4,0,1,1,2,2,2,2,1,1
9082,7,39,6,0,1,4,1,9,2,47,7,39,7,0,1,1,2,1,2,13,1,1
9083,7,39,6,1,1,4,1,12,2,48,8,48,7,0,1,1,2,1,2,12,1,1
9084,7,39,6,1,8,4,1,14,2,46,8,44,6,1,1,1,2,2,2,14,1,1
9085,7,39,6,0,2,4,1,12,2,41,7,47,8,0,1,1,2,2,2,12,1,1
9086,7,28,6,1,1,2,2,36,2,55,7,55,7,1,1,1,2,2,2,36,1,1
