0,39,18,4,6,11,0,0,0,0,0,0,0,0,0,0,1,4,1,7,2,49,7,48,7,1,1,1,2,2,2,14,1,1
0,39,18,5,2,14,3,0,1,0,0,0,0,0,1,1,9,4,1,2,2,53,6,53,4,0,1,1,2,2,2,8,1,1
2,42,20,8,5,9,3,0,0,0,0,0,2,0,0,1,2,3,1,2,2,48,8,47,7,0,1,1,2,2,2,2,1,1
2,36,9,3,11,13,6,0,0,0,0,0,0,0,2,4,3,4,1,12,2,59,1,46,1,0,1,1,2,2,2,12,1,1
2,44,18,3,12,11,8,0,6,0,0,0,0,0,1,1,9,3,1,26,2,56,6,58,7,2,1,1,2,1,2,14,1,1
0,40,20,2,2,16,1,0,1,0,0,0,0,0,0,0,2,4,1,2,1,50,4,47,6,0,1,1,2,2,2,2,1,1
0,45,15,1,14,15,2,0,0,0,0,0,0,0,1,1,1,3,1,17,2,47,4,47,4,0,1,1,2,2,2,17,1,1
5,40,19,3,5,13,1,0,0,0,0,0,0,0,0,1,9,3,1,2,2,50,7,50,8,0,1,1,2,2,2,17,1,1
19,42,5,8,20,9,10,0,1,0,0,2,0,1,2,4,1,4,1,16,2,48,7,49,4,1,1,1,2,2,2,16,1,1
10,34,10,13,5,6,4,0,1,0,0,0,0,0,1,2,1,4,1,12,2,52,4,51,3,4,1,1,2,2,2,12,1,1
14,53,17,3,21,12,3,0,0,0,0,0,0,0,1,2,1,4,1,32,2,49,6,48,7,0,1,1,2,2,2,32,1,1
4,27,12,1,0,14,3,0,0,0,0,2,0,0,0,1,7,3,1,14,2,46,2,46,2,2,1,1,2,2,2,14,1,1
22,52,9,12,22,9,16,1,0,0,0,0,2,5,3,5,8,4,1,13,2,50,6,48,6,0,3,1,2,1,2,13,1,1
0,29,10,2,0,17,0,0,0,0,0,0,0,0,0,0,1,4,1,12,2,45,7,44,6,0,1,1,2,2,2,12,1,1
5,36,17,5,6,8,3,0,0,0,0,2,1,0,0,0,2,4,1,7,2,49,7,44,7,0,1,1,2,2,2,7,1,1
4,47,20,3,14,10,5,0,1,0,2,2,0,0,0,0,1,4,1,23,2,49,8,43,6,0,1,1,2,2,2,23,1,1
0,30,10,2,1,17,3,0,1,0,0,0,0,0,1,1,1,4,1,26,2,50,6,48,7,0,1,1,2,2,2,26,1,1
2,38,17,9,6,6,12,0,8,0,0,2,0,0,1,1,1,4,1,17,2,47,6,48,4,1,1,1,2,2,2,17,1,1
8,33,8,8,4,13,0,0,0,0,0,0,0,0,0,0,1,4,1,6,2,50,3,48,4,0,1,1,2,1,2,6,1,1
0,35,11,5,7,12,1,0,0,0,0,0,0,0,0,1,2,4,1,17,2,49,7,45,6,0,1,1,2,2,2,17,1,1
16,36,7,6,14,9,2,0,0,0,0,0,0,0,1,1,1,3,1,4,1,48,3,46,3,2,1,1,2,1,2,4,1,1
6,45,14,5,13,13,2,0,0,0,0,0,0,0,1,1,5,4,1,17,2,48,7,46,4,0,1,1,2,2,2,17,1,1
0,24,13,2,2,7,4,0,0,2,0,0,0,0,1,1,1,4,1,25,2,58,2,52,4,0,1,1,2,2,2,25,1,1
4,38,11,3,6,18,0,0,0,0,0,0,0,0,0,0,2,3,1,23,1,46,4,46,4,2,1,1,2,2,2,23,1,1
8,46,14,4,13,15,4,0,0,0,0,0,0,0,1,3,1,4,1,14,1,49,4,49,6,3,1,1,2,2,2,17,1,1
1,30,8,0,5,17,0,0,0,0,0,0,0,0,0,0,3,4,1,32,1,47,3,45,1,1,1,1,2,2,2,14,1,1
0,36,15,0,7,14,3,0,1,0,0,0,0,0,1,1,9,3,1,14,2,49,6,46,3,0,1,1,2,2,2,14,1,1
0,39,15,3,4,17,2,0,1,0,0,0,0,0,0,1,1,4,1,2,2,52,7,51,7,0,1,1,2,2,2,25,1,1
2,37,7,6,9,15,2,0,0,0,0,0,0,0,1,1,5,4,1,4,1,44,3,45,3,2,1,1,2,1,2,4,1,1
0,40,19,2,1,18,1,0,0,0,0,0,0,0,0,1,9,3,1,5,2,47,3,46,3,2,1,1,2,2,2,5,1,1
0,35,15,1,4,15,1,0,0,0,0,0,0,0,0,1,7,4,1,15,1,45,3,45,2,1,1,1,2,2,2,15,1,1
3,28,6,4,4,14,3,0,1,0,0,0,0,0,1,1,1,4,3,13,2,51,4,51,4,1,2,1,2,1,2,13,1,1
1,39,14,1,4,20,0,0,0,0,0,0,0,0,0,0,9,4,1,30,2,49,6,50,6,0,1,1,2,2,2,31,1,1
3,37,14,4,6,13,8,0,6,0,0,0,0,0,1,1,8,3,1,14,2,46,7,45,7,0,2,1,2,2,2,14,1,1
0,36,17,5,2,12,1,0,1,0,0,0,0,0,0,0,1,4,1,5,2,52,6,52,6,1,1,1,2,2,2,5,1,1
1,38,6,3,14,15,2,0,0,0,0,0,0,0,1,1,9,4,1,2,2,46,4,48,6,0,1,1,2,2,2,2,1,1
6,43,14,4,10,15,5,1,1,0,0,0,0,0,1,2,1,3,1,5,1,48,3,51,2,1,3,1,2,2,2,5,1,1
0,33,16,0,0,17,4,4,0,0,0,0,0,0,0,0,1,4,1,19,1,44,4,47,3,1,4,1,2,2,2,19,1,1
0,35,12,3,1,19,0,0,0,0,0,0,0,0,0,0,1,4,1,25,2,48,2,46,2,0,1,1,2,2,2,25,1,1
8,35,19,3,4,9,2,0,0,0,0,0,0,0,1,1,9,4,1,24,2,54,4,44,2,2,1,1,2,2,2,24,1,1
9,52,19,9,18,6,15,0,4,2,3,2,0,0,1,3,1,3,1,2,1,52,4,47,3,3,1,1,2,2,2,2,1,1
2,38,13,5,5,15,5,0,1,2,0,0,0,0,1,1,1,4,1,6,2,51,7,48,4,0,1,1,2,2,2,6,2,1
9,29,17,1,7,4,3,0,1,0,0,0,0,0,1,1,8,4,1,13,2,51,9,49,9,0,1,1,2,1,2,13,1,1
7,28,10,3,7,8,3,0,0,3,0,0,0,0,0,0,1,4,2,24,2,48,4,44,2,2,1,1,2,2,2,24,2,1
0,28,6,2,2,18,6,0,0,0,0,0,0,3,3,0,1,4,1,2,2,51,8,50,7,0,1,1,2,2,2,2,1,1
0,39,17,2,3,17,6,0,1,5,0,0,0,0,0,0,3,3,1,31,1,54,4,55,4,2,1,1,2,2,2,31,2,1
0,39,15,2,4,18,2,0,0,0,0,0,0,0,1,1,1,3,1,32,2,50,4,53,3,0,1,1,2,2,2,32,1,1
15,38,1,6,19,12,11,1,1,0,2,2,0,2,2,1,2,4,1,2,2,50,6,49,4,0,2,1,2,1,2,9,1,1
0,39,17,6,4,12,0,0,0,0,0,0,0,0,0,0,3,4,1,31,2,52,4,54,4,0,1,1,2,2,2,31,1,1
7,38,17,6,4,11,3,0,1,0,0,0,0,0,1,1,3,3,1,2,2,50,7,49,8,0,1,1,2,2,2,30,1,1
0,45,17,4,11,13,5,0,0,3,0,0,0,0,1,1,3,3,1,4,1,55,4,48,3,1,2,1,2,2,2,4,2,1
7,39,11,5,8,15,3,0,0,0,0,0,0,2,0,1,3,3,1,14,2,51,4,51,3,3,2,1,2,2,2,14,1,1
1,40,18,3,2,17,1,0,1,0,0,0,0,0,0,0,2,4,1,3,2,51,7,47,8,0,1,1,2,2,2,3,1,1
0,34,16,1,2,15,0,0,0,0,0,0,0,0,0,0,9,4,1,30,2,49,6,50,6,1,1,1,2,2,2,30,1,1
8,31,4,8,8,11,22,1,7,0,3,0,5,4,2,0,10,4,1,25,2,60,7,57,7,0,2,1,2,2,2,25,1,1
3,47,16,5,15,11,5,0,1,0,0,0,0,0,1,3,1,3,1,14,2,47,3,45,2,2,1,1,2,2,2,14,1,1
2,24,3,3,5,13,9,0,6,0,0,0,0,0,1,2,1,3,1,2,2,46,7,46,7,0,1,1,2,2,2,31,1,1
6,33,13,3,4,13,4,0,1,0,0,0,0,2,0,1,1,3,1,21,2,49,6,49,6,1,1,1,2,2,2,3,1,1
13,33,7,4,11,11,7,0,1,3,0,0,0,0,1,2,1,4,1,32,2,47,1,47,1,0,1,1,2,2,2,32,2,1
1,34,17,0,1,16,3,0,1,0,0,0,0,0,1,1,1,4,1,14,2,58,7,60,6,2,1,1,2,2,2,14,1,1
0,36,19,1,1,15,2,0,0,0,0,0,0,0,1,1,5,3,1,3,1,51,3,56,3,3,1,1,2,2,2,3,1,1
4,30,11,3,5,11,2,0,0,0,0,0,0,0,1,1,1,4,1,14,1,51,3,51,2,2,1,1,2,2,2,14,1,1
3,36,9,4,7,16,1,0,1,0,0,0,0,0,0,0,1,2,1,2,2,51,7,47,7,0,1,1,2,2,2,2,1,1
0,34,17,2,3,12,3,0,1,0,0,0,0,0,1,1,1,4,1,8,2,51,9,50,8,1,1,1,2,2,2,5,1,1
0,32,11,1,4,16,1,0,1,0,0,0,0,0,0,0,2,4,1,6,2,46,4,41,3,2,1,1,2,1,2,6,1,1
0,37,18,0,0,19,3,0,0,3,0,0,0,0,0,0,3,3,1,3,2,46,4,45,6,0,1,1,2,2,2,3,2,1
15,30,3,5,12,10,8,0,0,0,0,0,0,2,2,4,1,3,1,2,2,44,6,48,7,0,1,1,2,2,2,17,1,1
5,38,13,7,11,7,3,0,1,0,0,0,0,0,1,1,1,3,1,6,1,51,1,49,1,2,1,1,2,2,2,6,1,1
6,49,14,4,14,17,1,0,1,0,0,0,0,0,0,0,1,2,1,4,2,52,7,52,6,0,1,1,2,1,2,4,1,1
7,54,20,8,15,11,11,0,1,0,0,0,2,0,4,4,1,2,1,2,2,52,6,51,6,0,1,1,2,2,2,2,1,1
0,37,16,4,5,12,5,0,1,0,0,2,0,0,1,1,1,3,1,6,2,54,7,51,4,0,1,1,2,2,2,6,1,1
8,41,16,4,9,12,3,0,0,0,0,0,0,0,1,2,9,4,1,31,2,51,3,49,4,0,1,1,2,2,2,31,1,1
1,41,18,1,8,14,5,0,5,0,0,0,0,0,0,0,1,3,1,16,2,51,4,51,4,0,2,1,2,2,2,16,1,1
19,48,16,6,17,9,5,0,1,0,0,0,0,0,1,3,2,4,1,2,2,50,7,50,6,0,1,1,2,2,2,3,1,1
2,47,17,7,10,13,4,0,0,0,0,2,0,0,1,1,7,2,2,6,2,47,7,46,7,1,1,1,2,2,2,6,1,1
0,35,12,6,7,10,5,0,2,0,0,0,0,0,1,2,3,3,1,2,1,44,4,45,3,0,1,1,2,2,2,4,1,1
0,32,19,0,1,12,1,0,1,0,0,0,0,0,0,0,1,3,1,31,2,59,6,58,9,0,1,1,2,2,2,31,1,1
2,47,18,6,10,13,2,0,0,0,0,0,0,0,1,1,1,4,1,6,2,59,7,59,7,1,1,1,2,2,2,6,1,1
17,43,6,8,16,13,12,1,1,4,2,0,0,4,1,0,2,2,1,2,2,59,3,59,4,0,2,1,2,2,2,2,1,1
0,38,11,9,10,8,1,1,0,0,0,0,0,0,0,0,1,2,1,12,2,57,4,52,3,1,5,1,2,2,2,12,1,1
0,32,14,0,2,16,3,0,3,0,0,0,0,0,0,0,1,4,1,13,1,52,3,49,4,1,1,1,2,2,2,13,1,1
3,33,4,4,10,15,1,0,1,0,0,0,0,0,1,1,1,4,1,7,1,52,2,44,1,1,1,1,2,2,2,7,1,1
18,42,5,8,20,9,0,0,0,0,0,0,0,0,2,4,8,3,1,13,1,48,6,44,6,0,1,1,2,2,2,13,1,1
11,39,16,5,9,9,0,0,0,0,0,0,0,0,1,1,9,4,1,3,1,51,3,53,3,2,1,1,2,2,2,3,1,1
1,35,16,1,2,16,0,0,0,0,0,0,0,0,0,1,7,3,1,17,1,57,4,56,3,2,1,1,2,2,2,17,1,1
4,28,6,3,5,14,10,1,6,2,0,0,1,0,0,0,10,4,1,3,1,48,4,48,2,2,1,1,2,2,2,3,1,1
8,36,13,6,5,12,6,0,5,0,0,0,0,1,0,0,2,3,1,4,1,45,2,44,1,2,1,1,2,2,2,4,1,1
2,31,15,3,3,10,0,0,0,0,0,0,0,0,0,1,1,4,1,25,2,52,6,52,2,0,2,1,2,2,2,25,1,1
2,34,8,4,8,14,0,0,0,0,0,0,0,0,1,1,8,4,1,7,2,48,3,47,3,0,2,1,2,2,2,3,1,1
1,45,19,3,13,10,1,1,0,0,0,0,0,0,1,0,1,4,1,3,1,47,4,44,3,2,1,1,2,2,2,3,1,1
0,28,10,2,1,15,0,0,0,0,0,0,0,0,0,0,9,4,1,5,2,46,3,46,2,1,1,1,2,2,2,3,1,1
25,41,9,5,14,13,14,0,5,0,3,0,4,2,4,4,1,2,1,14,1,52,4,50,4,2,1,1,2,2,2,14,1,1
4,35,14,10,3,8,3,0,1,2,0,0,0,0,1,3,10,2,1,15,2,48,4,44,3,1,1,1,2,2,2,15,1,1
0,31,9,5,7,10,6,6,0,0,0,0,0,0,1,0,1,3,1,14,1,49,4,49,1,2,4,1,2,2,2,14,1,1
13,30,4,7,12,7,3,0,1,0,0,0,0,2,3,3,8,2,1,4,1,49,6,47,6,0,1,1,2,2,2,4,1,1
5,23,10,3,5,5,6,1,2,3,0,0,0,0,1,3,1,3,1,19,1,68,1,65,1,4,2,1,2,2,2,19,1,2
1,41,16,3,17,5,3,0,0,0,0,2,0,1,2,1,1,3,1,17,1,43,2,44,3,2,2,1,2,2,2,17,1,1
8,38,14,5,10,9,3,1,2,0,0,0,0,0,0,0,9,2,1,31,1,51,3,45,2,0,1,1,2,2,2,31,1,1
6,41,11,4,15,11,1,0,1,0,0,0,0,0,1,1,1,4,1,18,2,50,7,46,1,1,1,1,2,2,2,18,1,1
4,33,12,4,7,10,1,0,1,0,0,0,0,0,0,1,8,2,1,9,2,50,8,48,4,0,1,1,2,1,2,15,1,1
3,33,16,2,3,12,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,52,4,51,4,2,1,1,2,2,2,3,1,1
3,44,14,4,9,17,3,0,1,0,0,0,0,0,1,1,1,3,1,24,2,47,7,47,4,0,1,1,2,2,2,24,1,1
2,35,16,0,4,15,2,0,0,0,0,0,0,0,1,1,2,4,1,14,1,50,4,50,4,2,1,1,2,2,2,14,1,1
4,37,19,2,4,12,3,0,2,0,1,0,0,0,0,0,1,3,1,14,1,48,4,48,3,4,1,1,2,2,2,14,1,1
4,35,11,1,6,17,0,0,0,0,0,0,0,0,0,0,1,3,1,6,1,55,2,50,2,2,1,1,2,2,2,6,1,1
0,35,16,0,0,19,0,0,0,0,0,0,0,0,0,0,9,4,1,14,2,51,4,51,3,1,1,1,2,2,2,14,1,1
3,50,21,8,8,13,2,0,1,0,0,0,0,0,1,0,8,3,1,3,2,49,3,47,3,1,1,1,2,1,2,3,1,1
0,44,18,1,6,19,1,1,0,0,0,0,0,0,0,0,1,3,1,3,2,46,3,48,4,1,1,1,2,2,2,14,1,1
2,36,9,8,8,11,2,0,0,0,0,0,0,0,1,1,2,3,1,6,1,56,3,53,3,2,1,1,2,2,2,6,1,1
8,51,12,8,18,13,5,0,0,0,0,2,0,0,1,2,8,3,1,14,1,47,2,48,3,3,1,1,2,2,2,14,1,1
6,44,11,3,18,12,5,0,1,0,0,0,0,1,2,1,2,4,1,17,2,44,3,45,4,2,1,1,2,2,2,17,1,1
1,35,18,4,1,12,5,0,3,0,0,0,0,0,1,1,7,4,1,16,1,59,2,50,2,3,1,1,2,2,2,5,1,1
0,26,5,5,4,12,2,0,0,0,0,0,0,0,1,1,1,3,1,4,1,48,3,50,3,0,1,1,2,2,2,4,1,1
10,33,12,2,7,12,10,1,1,2,2,0,2,2,0,0,2,4,1,2,2,51,7,49,4,2,2,1,2,1,2,2,1,1
2,43,16,5,13,9,7,0,1,0,0,2,2,0,1,1,2,2,1,2,2,51,6,50,6,0,1,1,2,2,2,2,1,1
2,31,7,3,4,17,7,0,5,0,0,0,0,0,1,1,1,3,1,6,1,57,4,59,2,2,1,1,2,2,2,6,1,1
15,34,6,2,12,14,18,3,1,2,9,0,0,2,1,0,1,4,1,15,1,51,3,50,3,2,3,1,2,2,2,15,1,1
1,32,15,0,1,16,2,0,0,0,0,0,0,0,1,1,2,2,1,2,2,50,9,49,9,0,1,1,2,2,2,14,1,1
1,43,18,0,10,15,7,0,6,0,0,0,0,0,1,0,3,3,1,14,2,48,4,49,4,1,1,1,2,2,2,14,1,1
5,40,14,7,10,9,2,1,1,0,0,0,0,0,0,0,1,4,1,2,2,46,2,46,6,0,1,1,2,2,2,18,1,1
4,34,14,1,5,14,2,0,1,0,0,0,0,0,1,0,1,3,1,29,2,48,3,47,3,0,1,1,2,2,2,29,1,1
9,40,11,3,14,12,3,0,0,0,0,0,0,0,1,2,3,3,1,12,2,48,6,45,4,0,1,1,2,2,2,12,1,1
17,38,8,3,17,10,4,0,1,0,0,0,0,0,1,2,5,3,1,7,2,49,7,49,7,0,1,1,2,2,2,17,1,1
5,45,17,4,10,14,3,0,0,0,0,0,0,0,1,2,1,3,1,8,2,48,7,48,7,0,1,1,2,2,2,16,1,1
0,35,12,1,6,16,3,0,1,0,0,0,0,0,1,1,2,3,1,6,2,50,4,50,3,0,1,1,2,2,2,6,1,1
5,41,9,1,16,15,5,1,2,0,0,0,0,0,1,1,4,3,1,5,1,48,3,48,3,2,1,1,2,2,2,5,1,1
0,39,16,2,5,16,2,0,0,0,0,0,0,0,1,1,9,3,1,9,2,51,6,51,3,2,1,1,2,2,2,9,1,1
2,41,17,3,11,10,1,0,1,0,0,0,0,0,0,0,2,4,1,3,1,51,4,53,2,2,1,1,2,2,2,3,1,1
9,39,16,4,9,10,5,0,1,0,0,4,0,0,0,0,1,4,1,17,2,51,6,51,6,1,1,1,2,2,2,17,1,1
17,40,3,6,21,10,5,0,0,0,0,0,3,0,1,1,1,4,1,29,1,47,3,44,3,0,1,1,2,2,2,29,1,1
30,45,6,6,19,14,20,0,6,4,0,0,3,1,2,4,6,4,1,13,1,50,1,48,4,2,1,1,2,2,2,13,2,1
5,39,11,9,2,17,4,0,2,0,0,0,0,0,1,1,1,4,1,23,1,56,6,55,3,2,1,1,2,2,2,23,1,1
6,39,8,4,16,11,6,0,1,0,0,2,0,0,1,2,1,4,1,6,2,51,7,50,7,0,1,1,2,2,2,6,1,1
3,32,10,1,10,11,1,0,1,0,0,0,0,0,0,0,6,3,1,3,1,45,4,46,4,0,1,1,2,2,2,3,1,1
2,34,15,1,8,10,8,0,4,0,0,2,0,0,1,1,2,3,1,3,1,48,4,48,3,3,1,1,2,2,2,3,1,1
5,43,14,3,12,14,2,0,1,0,0,0,1,0,0,0,1,3,1,4,2,50,6,49,4,0,1,1,2,2,2,4,1,1
0,39,12,7,10,10,8,0,5,0,0,0,0,0,1,2,2,4,1,6,2,51,4,46,7,0,1,1,2,2,2,2,1,1
13,39,9,8,14,8,8,0,6,0,0,0,0,0,1,1,1,4,1,12,2,49,6,48,6,0,1,1,2,2,2,12,1,1
8,29,6,5,9,9,12,0,1,2,0,2,2,4,1,0,1,4,1,2,2,51,6,45,4,0,2,1,2,2,2,16,1,1
9,33,3,3,18,9,7,0,1,0,0,2,0,0,2,2,10,3,1,14,2,45,7,49,3,0,1,1,2,2,2,14,1,1
1,33,15,3,2,13,5,0,2,0,0,0,2,0,1,0,2,3,1,30,2,52,3,51,3,0,1,1,2,2,2,30,1,1
6,32,17,4,4,7,2,0,1,0,0,0,1,0,0,0,1,4,1,17,2,47,3,48,3,2,1,1,2,2,2,17,1,1
3,43,20,2,5,16,0,0,0,0,0,0,0,0,0,0,5,3,1,29,2,48,4,47,3,2,1,1,2,2,2,15,1,1
1,39,18,2,5,14,0,0,0,0,0,0,0,0,0,0,9,3,1,14,2,48,7,45,7,1,1,1,2,2,2,14,1,1
13,34,5,4,13,12,7,0,0,2,0,0,0,2,2,1,7,3,1,17,2,51,3,51,4,4,1,1,2,2,2,17,1,1
6,35,11,6,8,10,14,0,5,4,2,2,0,0,0,1,1,3,1,24,1,43,2,44,2,3,1,1,2,2,2,24,1,1
13,32,9,4,6,13,4,1,0,2,0,0,0,0,1,0,1,3,1,6,1,58,3,52,3,2,2,2,2,2,2,6,1,1
7,44,17,2,13,12,10,0,1,3,3,0,0,1,0,2,5,3,1,3,1,52,2,53,1,2,1,1,2,2,2,3,1,2
2,36,13,3,3,17,1,0,1,0,0,0,0,0,0,0,3,4,1,17,1,53,1,53,1,1,1,1,2,2,2,17,1,1
0,38,13,3,6,16,1,0,1,0,0,0,0,0,0,0,1,3,1,2,1,49,3,47,2,3,2,1,2,2,2,12,1,1
6,38,12,5,8,13,13,6,0,0,0,0,0,0,2,5,1,3,1,6,2,61,4,61,3,1,2,1,2,2,2,6,1,1
2,40,17,6,9,8,2,0,2,0,0,0,0,0,0,0,1,4,1,2,2,54,3,52,6,2,1,1,2,2,2,2,1,1
5,39,18,4,8,9,6,0,1,0,0,0,0,0,3,2,5,2,7,33,2,48,8,49,8,1,1,1,2,2,2,33,1,1
4,27,7,4,3,13,6,0,5,0,0,0,0,0,1,0,1,2,1,34,2,52,3,52,3,1,1,1,2,2,2,9,1,1
4,35,9,5,12,9,4,0,0,0,0,0,0,2,1,1,4,4,1,4,2,47,3,45,4,1,1,1,2,2,2,4,1,1
8,38,21,4,5,8,4,0,0,0,0,2,0,0,1,1,2,3,1,12,2,51,7,50,7,0,2,1,2,1,2,12,1,1
0,39,21,0,0,18,5,0,5,0,0,0,0,0,0,0,9,4,1,2,2,48,3,47,3,0,1,1,2,2,2,30,1,1
0,37,19,0,2,16,1,0,1,0,0,0,0,0,0,0,8,4,1,15,2,50,6,43,6,0,1,1,2,2,2,15,1,1
0,39,20,0,2,17,1,0,1,0,0,0,0,0,0,0,2,3,1,30,1,49,6,49,4,0,1,1,2,2,2,30,1,1
0,39,11,3,9,16,3,0,1,0,0,0,0,0,1,1,3,4,1,6,1,50,4,47,3,0,1,2,2,2,2,6,1,1
10,47,11,2,18,16,3,0,0,0,0,0,0,0,2,1,1,4,1,12,1,43,3,44,3,0,1,1,2,2,2,12,1,1
0,36,16,1,6,13,0,0,0,0,0,0,0,0,0,0,1,2,1,18,2,51,7,51,7,0,1,1,2,2,2,18,1,1
10,34,2,6,14,12,6,0,0,0,0,0,0,1,1,4,5,4,1,17,1,46,3,46,2,2,1,1,2,2,2,17,1,1
1,34,9,4,12,9,8,0,1,0,1,0,0,0,2,4,1,2,1,15,1,42,3,40,3,2,1,1,2,2,2,15,1,1
0,33,11,2,4,16,2,0,0,0,0,0,0,0,1,1,1,3,1,17,2,49,8,49,7,1,1,1,2,2,2,17,1,1
1,43,20,0,5,18,4,0,1,3,0,0,0,0,0,0,9,3,1,14,2,46,3,47,3,1,1,1,2,2,2,14,2,1
0,40,13,5,7,15,4,0,1,0,0,0,0,0,0,3,1,4,1,13,1,52,4,47,1,2,1,1,2,2,2,13,1,1
0,33,15,5,2,11,4,0,2,0,0,0,0,0,1,1,1,4,1,2,2,50,8,50,6,0,1,1,2,2,2,25,1,1
3,28,4,2,8,14,4,0,0,0,0,0,2,0,1,1,2,3,1,6,1,48,6,44,4,0,1,1,2,2,2,6,1,1
0,31,10,5,5,11,2,0,0,0,0,0,0,0,1,1,1,3,1,25,1,50,4,49,2,2,1,1,2,2,2,25,2,2
4,39,16,1,10,12,5,0,1,0,0,0,0,0,1,3,1,3,1,2,2,55,4,53,4,2,1,1,2,2,2,6,1,1
0,32,13,1,4,14,2,0,0,0,0,0,0,0,1,1,3,3,1,12,2,46,4,43,4,0,1,1,2,2,2,12,1,1
11,47,12,7,18,10,2,0,0,1,0,0,0,0,0,1,9,4,1,31,2,59,4,58,6,0,1,1,2,2,2,36,1,1
11,33,6,4,13,10,6,0,1,0,0,0,1,0,2,2,7,4,1,14,2,50,2,59,1,3,2,1,2,2,2,13,1,1
8,35,19,3,6,7,4,0,1,0,0,0,1,0,1,1,4,3,1,3,2,54,7,50,7,0,1,1,2,2,2,3,1,1
6,37,8,3,18,8,5,1,2,0,0,0,0,0,1,1,1,4,1,30,2,50,4,51,4,0,1,1,2,1,2,30,1,1
12,38,4,5,10,19,3,0,1,0,0,0,0,2,2,2,1,4,1,8,2,49,8,46,7,0,1,1,2,2,2,5,1,1
0,33,14,2,1,16,2,0,0,0,0,0,0,0,1,1,1,4,1,17,2,51,7,47,6,0,1,1,2,1,2,17,1,1
9,32,8,5,9,10,9,0,1,0,0,0,0,0,4,4,2,2,1,20,2,50,7,47,6,0,1,1,2,1,2,20,1,1
3,33,10,5,6,12,1,0,1,0,0,0,0,0,1,1,1,4,1,5,2,50,3,49,3,0,1,1,2,1,2,5,1,1
1,41,16,0,10,15,2,0,0,0,0,0,0,0,1,1,8,3,1,14,1,44,3,44,4,2,1,1,2,2,2,14,1,1
1,34,15,2,5,12,2,0,0,0,0,0,0,0,1,1,1,2,1,17,2,50,8,50,4,0,1,1,2,2,2,17,1,1
17,41,2,8,18,13,10,0,1,0,0,0,3,2,1,3,1,4,1,9,2,55,6,48,7,0,1,1,2,1,2,9,1,1
2,34,6,2,10,16,1,0,0,0,0,0,0,0,0,1,10,4,1,7,2,49,4,49,4,0,1,1,2,2,2,7,1,1
5,21,4,5,7,5,6,0,0,0,0,0,0,4,1,1,1,4,1,15,2,65,2,55,4,0,2,2,2,1,2,15,1,1
1,35,10,9,6,10,1,0,1,0,0,0,0,0,0,0,8,4,1,3,2,53,7,50,6,0,1,1,2,2,2,17,1,1
3,28,6,5,4,13,5,0,2,0,0,0,1,0,1,1,3,4,1,6,1,48,4,46,3,0,1,1,2,2,2,6,1,1
19,29,5,1,13,10,13,0,7,0,0,0,3,0,1,2,10,2,1,2,2,51,7,49,4,0,1,1,2,2,2,2,1,1
2,45,18,6,8,13,4,0,0,0,0,0,0,0,2,2,5,3,1,12,1,49,1,46,1,1,1,1,2,2,2,12,1,1
